,,,,,,,,,,,
,Wholesaler ID,Date of Purchase,Month,Product Type,Capacity (ml),Quantity Purchased,ZIP,City,Manager ID,Manager Name,Q3 - 2020 Goals
,R00049,6/28/2020,6/30/2020,Pulp Orange 2000ml,2000ml,106,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00005,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,59,22187493,Gangtok,10015,Rahul S,"235,000"
,R00012,6/29/2020,6/30/2020,Pulp Orange 500ml,500ml,82,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00018,6/29/2020,6/30/2020,Pulp Orange 2000ml,2000ml,31,39058313,Chennai ,10018,Ankit J,"180,000"
,R00020,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,116,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00020,6/29/2020,6/30/2020,Pulp Orange 250ml,250ml,32,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00025,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,112,51739701,Gangtok,10015,Rahul S,"235,000"
,R00025,6/29/2020,6/30/2020,Pulp Orange 2000ml,2000ml,82,51739701,Gangtok,10015,Rahul S,"235,000"
,R00027,6/29/2020,6/30/2020,Pulp Orange 500ml,500ml,46,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00027,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,30,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,6/29/2020,6/30/2020,Pulp Orange 2000ml,2000ml,106,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00030,6/29/2020,6/30/2020,Pulp Orange 500ml,500ml,112,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00035,6/29/2020,6/30/2020,Pulp Orange 2000ml,2000ml,109,64105993,Gangtok,10015,Rahul S,"235,000"
,R00039,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,29,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,83,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,6/29/2020,6/30/2020,Pulp Orange 500ml,500ml,25,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00043,6/29/2020,6/30/2020,Pulp Orange 250ml,250ml,113,75109301,Chandigarh,10013,Ram S,"225,000"
,R00043,6/29/2020,6/30/2020,Pulp Orange 500ml,500ml,69,75109301,Chandigarh,10013,Ram S,"225,000"
,R00044,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,115,75200141,Durgapur ,10014,Taran S,"170,000"
,R00047,6/29/2020,6/30/2020,Pulp Orange 250ml,250ml,13,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00049,6/29/2020,6/30/2020,Pulp Orange 250ml,250ml,108,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00050,6/29/2020,6/30/2020,Pulp Orange 1000ml,1000ml,81,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,6/29/2020,6/30/2020,Pulp Orange 500ml,500ml,61,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00009,6/30/2020,6/30/2020,Pulp Orange 250ml,250ml,37,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00010,6/30/2020,6/30/2020,Pulp Orange 250ml,250ml,16,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00010,6/30/2020,6/30/2020,Pulp Orange 500ml,500ml,40,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00013,6/30/2020,6/30/2020,Pulp Orange 500ml,500ml,22,31300589,Chandigarh,10013,Ram S,"225,000"
,R00013,6/30/2020,6/30/2020,Pulp Orange 500ml,500ml,91,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,6/30/2020,6/30/2020,Pulp Orange 2000ml,2000ml,54,36000198,Durgapur ,10014,Taran S,"170,000"
,R00015,6/30/2020,6/30/2020,Pulp Orange 2000ml,2000ml,19,36450915,Gangtok,10015,Rahul S,"235,000"
,R00019,6/30/2020,6/30/2020,Pulp Orange 500ml,500ml,26,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00020,6/30/2020,6/30/2020,Pulp Orange 250ml,250ml,35,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00020,6/30/2020,6/30/2020,Pulp Orange 500ml,500ml,77,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00022,6/30/2020,6/30/2020,Pulp Orange 1000ml,1000ml,76,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00022,6/30/2020,6/30/2020,Pulp Orange 250ml,250ml,114,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00029,6/30/2020,6/30/2020,Pulp Orange 500ml,500ml,98,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00035,6/30/2020,6/30/2020,Pulp Orange 1000ml,1000ml,89,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,6/30/2020,6/30/2020,Pulp Orange 2000ml,2000ml,10,68204232,Goa,10016,Kirti S,"145,000"
,R00036,6/30/2020,6/30/2020,Pulp Orange 1000ml,1000ml,112,68204232,Goa,10016,Kirti S,"145,000"
,R00039,6/30/2020,6/30/2020,Pulp Orange 2000ml,2000ml,108,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00041,6/30/2020,6/30/2020,Pulp Orange 250ml,250ml,42,73401300,Agra,10011,Rakesh S,"170,000"
,R00044,6/30/2020,6/30/2020,Pulp Orange 1000ml,1000ml,21,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,6/30/2020,6/30/2020,Pulp Orange 2000ml,2000ml,52,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,6/30/2020,6/30/2020,Pulp Orange 2000ml,2000ml,44,78140921,Goa,10016,Kirti S,"145,000"
,R00003,7/1/2020,7/31/2020,Pulp Orange 500ml,500ml,800,16004529,Chandigarh,10013,Ram S,"225,000"
,R00007,7/1/2020,7/31/2020,Pulp Orange 500ml,500ml,390,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00007,7/1/2020,7/31/2020,Pulp Orange 250ml,250ml,1150,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00012,7/1/2020,7/31/2020,Pulp Orange 500ml,500ml,940,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00013,7/1/2020,7/31/2020,Pulp Orange 1000ml,1000ml,550,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,7/1/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1120,36000198,Durgapur ,10014,Taran S,"170,000"
,R00019,7/1/2020,7/31/2020,Pulp Orange 500ml,500ml,520,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00024,7/1/2020,7/31/2020,Pulp Orange 1000ml,1000ml,750,50004672,Durgapur ,10014,Taran S,"170,000"
,R00030,7/1/2020,7/31/2020,Pulp Orange 250ml,250ml,1110,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00042,7/1/2020,7/31/2020,Pulp Orange 500ml,500ml,1080,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00042,7/1/2020,7/31/2020,Pulp Orange 250ml,250ml,1110,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00049,7/1/2020,7/31/2020,Pulp Orange 1000ml,1000ml,100,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00009,7/2/2020,7/31/2020,Pulp Orange 500ml,500ml,530,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00017,7/2/2020,7/31/2020,Pulp Orange 250ml,250ml,870,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00017,7/2/2020,7/31/2020,Pulp Orange 250ml,250ml,200,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,7/2/2020,7/31/2020,Pulp Orange 250ml,250ml,100,39058313,Chennai ,10018,Ankit J,"180,000"
,R00018,7/2/2020,7/31/2020,Pulp Orange 250ml,250ml,720,39058313,Chennai ,10018,Ankit J,"180,000"
,R00020,7/2/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1160,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00023,7/2/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1090,42275901,Chandigarh,10013,Ram S,"225,000"
,R00023,7/2/2020,7/31/2020,Pulp Orange 2000ml,2000ml,810,42275901,Chandigarh,10013,Ram S,"225,000"
,R00024,7/2/2020,7/31/2020,Pulp Orange 2000ml,2000ml,100,50004672,Durgapur ,10014,Taran S,"170,000"
,R00024,7/2/2020,7/31/2020,Pulp Orange 500ml,500ml,520,50004672,Durgapur ,10014,Taran S,"170,000"
,R00025,7/2/2020,7/31/2020,Pulp Orange 1000ml,1000ml,170,51739701,Gangtok,10015,Rahul S,"235,000"
,R00027,7/2/2020,7/31/2020,Pulp Orange 250ml,250ml,1000,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00032,7/2/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1040,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00034,7/2/2020,7/31/2020,Pulp Orange 500ml,500ml,200,62503841,Durgapur ,10014,Taran S,"170,000"
,R00037,7/2/2020,7/31/2020,Pulp Orange 1000ml,1000ml,830,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,7/2/2020,7/31/2020,Pulp Orange 2000ml,2000ml,370,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,7/2/2020,7/31/2020,Pulp Orange 250ml,250ml,190,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,7/2/2020,7/31/2020,Pulp Orange 500ml,500ml,510,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00043,7/2/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1170,75109301,Chandigarh,10013,Ram S,"225,000"
,R00013,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,820,31300589,Chandigarh,10013,Ram S,"225,000"
,R00015,7/3/2020,7/31/2020,Pulp Orange 250ml,250ml,730,36450915,Gangtok,10015,Rahul S,"235,000"
,R00017,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,810,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00020,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1180,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00021,7/3/2020,7/31/2020,Pulp Orange 500ml,500ml,340,40341999,Agra,10011,Rakesh S,"170,000"
,R00021,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,910,40341999,Agra,10011,Rakesh S,"170,000"
,R00023,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,120,42275901,Chandigarh,10013,Ram S,"225,000"
,R00025,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,620,51739701,Gangtok,10015,Rahul S,"235,000"
,R00026,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,130,52095731,Goa,10016,Kirti S,"145,000"
,R00032,7/3/2020,7/31/2020,Pulp Orange 250ml,250ml,600,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,7/3/2020,7/31/2020,Pulp Orange 1000ml,1000ml,430,62047108,Chandigarh,10013,Ram S,"225,000"
,R00044,7/3/2020,7/31/2020,Pulp Orange 500ml,500ml,680,75200141,Durgapur ,10014,Taran S,"170,000"
,R00050,7/3/2020,7/31/2020,Pulp Orange 250ml,250ml,870,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00009,7/4/2020,7/31/2020,Pulp Orange 250ml,250ml,1070,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00015,7/4/2020,7/31/2020,Pulp Orange 500ml,500ml,740,36450915,Gangtok,10015,Rahul S,"235,000"
,R00020,7/4/2020,7/31/2020,Pulp Orange 2000ml,2000ml,870,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00021,7/4/2020,7/31/2020,Pulp Orange 2000ml,2000ml,200,40341999,Agra,10011,Rakesh S,"170,000"
,R00023,7/4/2020,7/31/2020,Pulp Orange 1000ml,1000ml,340,42275901,Chandigarh,10013,Ram S,"225,000"
,R00030,7/4/2020,7/31/2020,Pulp Orange 250ml,250ml,600,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00033,7/4/2020,7/31/2020,Pulp Orange 2000ml,2000ml,610,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,7/4/2020,7/31/2020,Pulp Orange 500ml,500ml,1070,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,7/4/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1010,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,7/4/2020,7/31/2020,Pulp Orange 1000ml,1000ml,580,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,7/4/2020,7/31/2020,Pulp Orange 500ml,500ml,840,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00039,7/4/2020,7/31/2020,Pulp Orange 1000ml,1000ml,660,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,7/4/2020,7/31/2020,Pulp Orange 500ml,500ml,1080,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00045,7/4/2020,7/31/2020,Pulp Orange 250ml,250ml,900,76901001,Gangtok,10015,Rahul S,"235,000"
,R00047,7/4/2020,7/31/2020,Pulp Orange 2000ml,2000ml,310,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00005,7/5/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1040,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,7/5/2020,7/31/2020,Pulp Orange 500ml,500ml,940,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00007,7/5/2020,7/31/2020,Pulp Orange 500ml,500ml,1140,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00010,7/5/2020,7/31/2020,Pulp Orange 2000ml,2000ml,160,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00013,7/5/2020,7/31/2020,Pulp Orange 1000ml,1000ml,860,31300589,Chandigarh,10013,Ram S,"225,000"
,R00016,7/5/2020,7/31/2020,Pulp Orange 500ml,500ml,560,38041001,Goa,10016,Kirti S,"145,000"
,R00020,7/5/2020,7/31/2020,Pulp Orange 250ml,250ml,1000,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00021,7/5/2020,7/31/2020,Pulp Orange 500ml,500ml,560,40341999,Agra,10011,Rakesh S,"170,000"
,R00027,7/5/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1150,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00034,7/5/2020,7/31/2020,Pulp Orange 250ml,250ml,140,62503841,Durgapur ,10014,Taran S,"170,000"
,R00040,7/5/2020,7/31/2020,Pulp Orange 1000ml,1000ml,670,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00047,7/5/2020,7/31/2020,Pulp Orange 250ml,250ml,470,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00050,7/5/2020,7/31/2020,Pulp Orange 2000ml,2000ml,970,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00009,7/6/2020,7/31/2020,Pulp Orange 1000ml,1000ml,320,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00012,7/6/2020,7/31/2020,Pulp Orange 1000ml,1000ml,780,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00014,7/6/2020,7/31/2020,Pulp Orange 2000ml,2000ml,910,36000198,Durgapur ,10014,Taran S,"170,000"
,R00015,7/6/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1200,36450915,Gangtok,10015,Rahul S,"235,000"
,R00017,7/6/2020,7/31/2020,Pulp Orange 2000ml,2000ml,800,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00021,7/6/2020,7/31/2020,Pulp Orange 500ml,500ml,510,40341999,Agra,10011,Rakesh S,"170,000"
,R00023,7/6/2020,7/31/2020,Pulp Orange 500ml,500ml,850,42275901,Chandigarh,10013,Ram S,"225,000"
,R00030,7/6/2020,7/31/2020,Pulp Orange 500ml,500ml,290,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00035,7/6/2020,7/31/2020,Pulp Orange 250ml,250ml,910,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,7/6/2020,7/31/2020,Pulp Orange 1000ml,1000ml,230,68204232,Goa,10016,Kirti S,"145,000"
,R00044,7/6/2020,7/31/2020,Pulp Orange 1000ml,1000ml,590,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,7/6/2020,7/31/2020,Pulp Orange 2000ml,2000ml,410,76901001,Gangtok,10015,Rahul S,"235,000"
,R00049,7/6/2020,7/31/2020,Pulp Orange 2000ml,2000ml,510,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00003,7/7/2020,7/31/2020,Pulp Orange 1000ml,1000ml,890,16004529,Chandigarh,10013,Ram S,"225,000"
,R00005,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,270,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,7/7/2020,7/31/2020,Pulp Orange 1000ml,1000ml,500,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00013,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,1120,31300589,Chandigarh,10013,Ram S,"225,000"
,R00017,7/7/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1000,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00022,7/7/2020,7/31/2020,Pulp Orange 1000ml,1000ml,480,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00022,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,890,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00027,7/7/2020,7/31/2020,Pulp Orange 1000ml,1000ml,790,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00035,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,260,64105993,Gangtok,10015,Rahul S,"235,000"
,R00038,7/7/2020,7/31/2020,Pulp Orange 2000ml,2000ml,500,70003873,Chennai ,10018,Ankit J,"180,000"
,R00038,7/7/2020,7/31/2020,Pulp Orange 2000ml,2000ml,440,70003873,Chennai ,10018,Ankit J,"180,000"
,R00040,7/7/2020,7/31/2020,Pulp Orange 2000ml,2000ml,190,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00040,7/7/2020,7/31/2020,Pulp Orange 2000ml,2000ml,630,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00041,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,1120,73401300,Agra,10011,Rakesh S,"170,000"
,R00045,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,360,76901001,Gangtok,10015,Rahul S,"235,000"
,R00050,7/7/2020,7/31/2020,Pulp Orange 250ml,250ml,400,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00009,7/8/2020,7/31/2020,Pulp Orange 2000ml,2000ml,310,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00010,7/8/2020,7/31/2020,Pulp Orange 500ml,500ml,1120,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00010,7/8/2020,7/31/2020,Pulp Orange 1000ml,1000ml,140,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00012,7/8/2020,7/31/2020,Pulp Orange 500ml,500ml,570,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00016,7/8/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1070,38041001,Goa,10016,Kirti S,"145,000"
,R00016,7/8/2020,7/31/2020,Pulp Orange 2000ml,2000ml,100,38041001,Goa,10016,Kirti S,"145,000"
,R00024,7/8/2020,7/31/2020,Pulp Orange 500ml,500ml,840,50004672,Durgapur ,10014,Taran S,"170,000"
,R00031,7/8/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1060,60000111,Agra,10011,Rakesh S,"170,000"
,R00035,7/8/2020,7/31/2020,Pulp Orange 1000ml,1000ml,850,64105993,Gangtok,10015,Rahul S,"235,000"
,R00039,7/8/2020,7/31/2020,Pulp Orange 1000ml,1000ml,290,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00039,7/8/2020,7/31/2020,Pulp Orange 250ml,250ml,500,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,7/8/2020,7/31/2020,Pulp Orange 2000ml,2000ml,420,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00043,7/8/2020,7/31/2020,Pulp Orange 1000ml,1000ml,950,75109301,Chandigarh,10013,Ram S,"225,000"
,R00043,7/8/2020,7/31/2020,Pulp Orange 250ml,250ml,1120,75109301,Chandigarh,10013,Ram S,"225,000"
,R00045,7/8/2020,7/31/2020,Pulp Orange 250ml,250ml,590,76901001,Gangtok,10015,Rahul S,"235,000"
,R00003,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,550,16004529,Chandigarh,10013,Ram S,"225,000"
,R00010,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,1180,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00010,7/9/2020,7/31/2020,Pulp Orange 500ml,500ml,1060,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00013,7/9/2020,7/31/2020,Pulp Orange 500ml,500ml,350,31300589,Chandigarh,10013,Ram S,"225,000"
,R00015,7/9/2020,7/31/2020,Pulp Orange 500ml,500ml,670,36450915,Gangtok,10015,Rahul S,"235,000"
,R00018,7/9/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1180,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,7/9/2020,7/31/2020,Pulp Orange 2000ml,2000ml,220,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00020,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,1150,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00025,7/9/2020,7/31/2020,Pulp Orange 500ml,500ml,490,51739701,Gangtok,10015,Rahul S,"235,000"
,R00029,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,1160,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00030,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,720,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00034,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,460,62503841,Durgapur ,10014,Taran S,"170,000"
,R00040,7/9/2020,7/31/2020,Pulp Orange 2000ml,2000ml,750,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00043,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,650,75109301,Chandigarh,10013,Ram S,"225,000"
,R00046,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,760,78140921,Goa,10016,Kirti S,"145,000"
,R00047,7/9/2020,7/31/2020,Pulp Orange 1000ml,1000ml,100,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00047,7/9/2020,7/31/2020,Pulp Orange 250ml,250ml,400,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00002,7/10/2020,7/31/2020,Pulp Orange 500ml,500ml,150,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00005,7/10/2020,7/31/2020,Pulp Orange 250ml,250ml,360,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,7/10/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1190,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00009,7/10/2020,7/31/2020,Pulp Orange 2000ml,2000ml,270,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00010,7/10/2020,7/31/2020,Pulp Orange 500ml,500ml,680,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00016,7/10/2020,7/31/2020,Pulp Orange 250ml,250ml,350,38041001,Goa,10016,Kirti S,"145,000"
,R00018,7/10/2020,7/31/2020,Pulp Orange 1000ml,1000ml,720,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,7/10/2020,7/31/2020,Pulp Orange 1000ml,1000ml,840,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00022,7/10/2020,7/31/2020,Pulp Orange 1000ml,1000ml,960,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00027,7/10/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1180,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,7/10/2020,7/31/2020,Pulp Orange 250ml,250ml,430,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00035,7/10/2020,7/31/2020,Pulp Orange 1000ml,1000ml,420,64105993,Gangtok,10015,Rahul S,"235,000"
,R00050,7/10/2020,7/31/2020,Pulp Orange 500ml,500ml,670,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,7/11/2020,7/31/2020,Pulp Orange 1000ml,1000ml,200,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,7/11/2020,7/31/2020,Pulp Orange 250ml,250ml,380,16004529,Chandigarh,10013,Ram S,"225,000"
,R00012,7/11/2020,7/31/2020,Pulp Orange 250ml,250ml,320,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00027,7/11/2020,7/31/2020,Pulp Orange 500ml,500ml,250,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00035,7/11/2020,7/31/2020,Pulp Orange 500ml,500ml,480,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,7/11/2020,7/31/2020,Pulp Orange 2000ml,2000ml,260,68204232,Goa,10016,Kirti S,"145,000"
,R00036,7/11/2020,7/31/2020,Pulp Orange 250ml,250ml,790,68204232,Goa,10016,Kirti S,"145,000"
,R00038,7/11/2020,7/31/2020,Pulp Orange 250ml,250ml,220,70003873,Chennai ,10018,Ankit J,"180,000"
,R00041,7/11/2020,7/31/2020,Pulp Orange 1000ml,1000ml,860,73401300,Agra,10011,Rakesh S,"170,000"
,R00043,7/11/2020,7/31/2020,Pulp Orange 2000ml,2000ml,610,75109301,Chandigarh,10013,Ram S,"225,000"
,R00044,7/11/2020,7/31/2020,Pulp Orange 1000ml,1000ml,490,75200141,Durgapur ,10014,Taran S,"170,000"
,R00050,7/11/2020,7/31/2020,Pulp Orange 500ml,500ml,990,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00017,7/12/2020,7/31/2020,Pulp Orange 250ml,250ml,600,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00024,7/12/2020,7/31/2020,Pulp Orange 500ml,500ml,430,50004672,Durgapur ,10014,Taran S,"170,000"
,R00042,7/12/2020,7/31/2020,Pulp Orange 250ml,250ml,350,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00042,7/12/2020,7/31/2020,Pulp Orange 500ml,500ml,440,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00043,7/12/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1010,75109301,Chandigarh,10013,Ram S,"225,000"
,R00044,7/12/2020,7/31/2020,Pulp Orange 2000ml,2000ml,1150,75200141,Durgapur ,10014,Taran S,"170,000"
,R00046,7/12/2020,7/31/2020,Pulp Orange 500ml,500ml,710,78140921,Goa,10016,Kirti S,"145,000"
,R00007,7/13/2020,7/31/2020,Pulp Orange 2000ml,2000ml,670,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00012,7/13/2020,7/31/2020,Pulp Orange 250ml,250ml,1050,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00013,7/13/2020,7/31/2020,Pulp Orange 250ml,250ml,130,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,7/13/2020,7/31/2020,Pulp Orange 1000ml,1000ml,1000,36000198,Durgapur ,10014,Taran S,"170,000"
,R00017,7/13/2020,7/31/2020,Pulp Orange 250ml,250ml,790,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00024,7/13/2020,7/31/2020,Pulp Orange 500ml,500ml,210,50004672,Durgapur ,10014,Taran S,"170,000"
,R00027,7/13/2020,7/31/2020,Pulp Orange 250ml,250ml,490,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00027,7/13/2020,7/31/2020,Pulp Orange 1000ml,1000ml,910,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,7/13/2020,7/31/2020,Pulp Orange 250ml,250ml,110,57039712,Coimbatore ,10019,Kirti S,"160,000"
